,VTI,VXUS,BND,VOO
2015-02-01,97.44196361947469,96.24847148789027,99.1069117153611,97.60678704633547
2015-02-02,97.59555258609454,96.0609846426162,98.51002835021313,97.79571164116436
2015-02-03,96.4713878130127,95.4799514051657,98.27433955346143,96.92887380278434
2015-02-04,95.66355487789089,94.67702282989265,98.53213944913801,95.92687628731863
2015-02-05,95.95213033755941,95.61828197082747,98.13771972400485,96.2625312998657
2015-02-06,96.27663663492208,96.2958346201857,97.80746422935401,96.40081540819459
2015-02-07,96.88657497981494,96.9153645563574,97.92298555261871,97.06513088061503
2015-02-08,96.18797823752993,96.50621404301533,98.06719357625082,96.25822459949579
2015-02-09,98.2540751351294,98.33690289076891,97.68619737466169,98.43812633714437
2015-02-10,97.21934794809349,97.99956511365787,98.19781420424596,97.26546837384963
2015-02-11,98.31890630226108,99.0673372856337,98.5158697910623,98.65232427113068
2015-02-12,98.09156730044508,98.43446243563841,98.12582092693391,98.31487079262061
2015-02-13,98.05078730477256,98.58988294545074,98.26696818589396,98.40553990475964
2015-02-14,98.10958848478718,99.4754694321705,98.35621754448522,98.89556556701733
2015-02-15,98.8458245005941,99.51893997647062,97.8760027347145,99.7328011572181
2015-02-16,98.64169100020949,99.77290856425486,98.1318229254986,99.51383885399166
2015-02-17,97.74504923969639,98.17000252870758,97.81360388428669,98.76427555450601
2015-02-18,98.0251801168865,97.6402060461699,97.72146864910154,99.11563292571476
2015-02-19,97.0931977635561,97.01222917711824,97.77941090820094,97.99973009318916
2015-02-20,97.52869081582963,97.65292788358806,98.21414808528006,98.59475201622158
2015-02-21,96.0586736110525,95.97719392874977,98.305350569933,97.19711917722621
2015-02-22,96.65976815510207,98.62421598430157,98.96439310060222,97.96598504943887
2015-02-23,97.74278592633642,99.83123462638622,98.92121543168338,99.18637158864672
2015-02-24,96.93579334642949,99.0513583723019,98.74218989395241,98.39496295006032
2015-02-25,99.50832826036122,99.92731661169107,98.71166538352198,100.75022680565948
2015-02-26,99.02418760854042,100.19363765383716,98.87904845866531,100.0893768040558
2015-02-27,98.27080751000157,100.00774113350421,98.72662504558072,99.37649440990283
2015-02-28,98.36581109471665,99.67838139210716,99.38891516511462,99.55684939081748
2015-03-01,96.16542153724731,98.08480078733388,99.22297813799577,97.48436534976878
2015-03-02,95.35010711277175,97.37347281699726,99.40198359914515,96.79555956758314
2015-03-03,94.10352511428202,96.20044415038961,99.22156561986996,95.44481043614901
2015-03-04,96.01845746808162,97.90337817120633,98.80535925416183,97.53950494347815
2015-03-05,98.35834205638938,100.30118471424332,98.37192070101723,99.85347068220301
2015-03-06,99.80723991410943,100.98394649564317,98.41857091823142,101.44720729915339
2015-03-07,98.80986628854134,100.16887657893703,97.3175293543415,100.31407625673732
2015-03-08,98.57339671840006,99.22769338204456,97.73004005692447,99.837373963048
2015-03-09,98.12922808252253,98.95216009032298,98.24926293618933,99.14894287717169
2015-03-10,99.46001861625678,99.96166936595581,97.89596282329315,100.57991713111825
2015-03-11,99.72821313838088,99.79417865096184,97.84691940716989,100.79583408366166
2015-03-12,99.90098970440646,100.3052955044697,98.47055944722504,100.75614094782837
2015-03-13,102.3477342089348,100.98595384976865,98.14486421174577,103.32633205103046
2015-03-14,102.71821785860746,100.87389805938668,97.99620124142118,103.62887032177947
2015-03-15,102.08252003064375,100.89754841222545,98.23566091323427,102.87348971677666
2015-03-16,103.16371091008807,101.87844882045279,98.53901556358568,104.0589068996327
2015-03-17,102.2466575990389,100.83722600744397,98.74650144834193,103.23733737802254
2015-03-18,102.26890863415386,100.9102611830804,99.20537839548088,103.1529055765604
2015-03-19,102.94580256026882,101.28076848543944,99.09855108603378,104.02417925380499
2015-03-20,103.95007183645812,102.50695103146803,99.63855337753978,105.02731307523435
2015-03-21,104.79607360902851,102.93536003001608,99.70400328032028,105.86140001137782
2015-03-22,104.95811813008164,103.40692261704592,99.4942647171434,106.3922762459579
2015-03-23,103.81572460214808,101.79037144918036,99.76922468144168,105.36893309510292
2015-03-24,104.59297016517806,102.73526041693711,99.83454849561576,106.00868499348144
2015-03-25,104.72972178548136,102.40779396882485,100.09298647870799,106.11910539135965
2015-03-26,103.8028760841633,101.51005787132274,100.21638093438152,105.08962005409677
2015-03-27,102.88806612939747,100.96510810325215,100.3511902585541,104.08341229464291
2015-03-28,102.38851803775042,100.7190142059309,99.88478121137884,103.36806521561464
2015-03-29,101.60591819505194,99.99303652585992,99.98369112595135,102.82701211400263
2015-03-30,102.63403702434066,100.65069141406455,99.94487330512237,103.70688929784555
2015-03-31,102.65913496827,100.4819569098588,100.02568069012861,103.59861957835123
2015-04-01,103.30650585705503,101.86669483503216,100.17140539755334,104.31832878578375
2015-04-02,104.15680615123013,102.24430334152707,100.1907591386416,105.18169354984748
2015-04-03,104.31866053048495,101.87906509103841,100.10516572048796,105.4372046346162
2015-04-04,106.07194860521831,103.74570235869847,100.95349163747545,107.05192314013306
2015-04-05,107.16278348281678,104.65342005133628,101.73577130753726,107.99053457452155
2015-04-06,106.19722656603786,103.5497728023514,100.92501207175223,106.96447081131133
2015-04-07,105.33681900046989,102.99207570783275,101.08205411834138,106.4223801471889
2015-04-08,106.51281081120662,103.49498153402845,100.67840995949152,107.71018667243702
2015-04-09,104.976323116559,103.47898865109929,101.34966937330243,106.06498877002441
2015-04-10,102.99717972069399,102.82091313479039,101.51480702032927,104.28316344045656
2015-04-11,101.19313753851836,101.07360989621088,101.47494266955064,102.47793044093214
2015-04-12,100.72573639834077,101.08092149457161,101.1868630524862,101.99892149330323
2015-04-13,100.90793547124643,101.51545319308579,101.50412892684324,101.99565972333598
2015-04-14,99.20907561497394,100.97900494762213,101.8149931454529,100.15896126472839
2015-04-15,100.98830110231853,102.40742177809135,102.2232465041679,101.9530761948656
2015-04-16,103.37940749979467,105.30328153568729,102.32105738709625,104.52101034703422
2015-04-17,104.17815088361162,106.76479195965854,102.14096650208553,105.4534314317896
2015-04-18,105.46800539346076,106.6321595069851,101.4799657644174,106.43914060351152
2015-04-19,105.19558748138331,106.86467615178074,102.11128026957724,106.16297381544008
2015-04-20,107.17401000992182,107.49382360643955,101.30204009427347,108.1767372955868
2015-04-21,107.6864576322907,107.84743100743594,100.56279270502073,108.70919465919819
2015-04-22,106.15217027721818,107.09807967309683,100.8028274387564,107.00086277220917
2015-04-23,105.58553838629786,105.97313344165326,100.6617288829764,106.60569336934469
2015-04-24,104.4604607252882,105.42072618235387,100.5600830131544,105.34883574869947
2015-04-25,104.38180000338811,104.69490242831412,100.24227536200394,105.08503107707973
2015-04-26,106.74029852124556,106.49561428525966,99.96866679379637,107.50317481641936
2015-04-27,106.65354831551008,106.27471046633646,100.16137509718526,107.54582159613075
2015-04-28,106.0642466422773,105.44967443007316,100.00713612969436,106.56992456004053
2015-04-29,104.30119537138205,104.9655772173286,100.78261834438705,104.74223178140988
2015-04-30,105.0261684093361,105.6987938112174,101.89802712503439,105.62381529143421
2015-05-01,104.92235942149028,105.00243257920776,101.2117473428896,105.58326193951757
2015-05-02,104.0755702426889,103.45463039394012,100.82272427751693,104.57061175192273
2015-05-03,106.10157342573636,105.51083671330359,100.90197970413644,106.8507060796809
2015-05-04,106.24216730844039,105.06007881706924,101.33327895630453,107.07495505655586
2015-05-05,105.04840727505555,104.03112998270171,101.02256741094642,105.65657016763541
2015-05-06,106.19247506516001,106.0600674708704,100.75413227464449,106.91495223105602
2015-05-07,105.46194162702949,105.18392943177994,100.50061521108422,106.04945358847957
2015-05-08,105.56740313799895,104.72767234302951,100.49479657996156,106.15289563270736
2015-05-09,105.33096551090935,103.96832649564499,100.18742565434164,106.06060602098563
2015-05-10,105.97330863789718,103.82829785938219,100.09514920951939,106.84166500038057
2015-05-11,104.02759385360787,102.70493256977835,99.96536719065675,104.99522640259973
2015-05-12,103.17992689269732,100.95057916608651,99.19139506075567,104.1826351493325
2015-05-13,103.52869092294294,100.65067673901977,99.30029587482233,104.25937064497741
2015-05-14,103.4985101369537,99.88740344597376,98.93004974745742,104.25542005774788
2015-05-15,102.54183460822443,98.944334512647,99.24994206112567,103.19409928121028
2015-05-16,103.55403781845536,99.00429764541056,99.28289252448465,104.45151755165176
2015-05-17,100.7165152241221,96.46322214130831,99.43407379174234,101.5658950117514
2015-05-18,101.1834224094495,96.4412517878489,99.38645178029073,102.01741117046046
2015-05-19,102.56089900423098,97.56939115902577,99.51693089534112,103.33647511644688
2015-05-20,102.0437897875742,96.93105195069484,99.61325542064077,102.75055851854545
2015-05-21,102.42327361326964,98.39042300794866,100.17047702268978,103.06641584697513
2015-05-22,103.85621862978651,99.18074096192912,99.38800178524258,104.3699816838251
2015-05-23,101.71366710581411,97.40771624020054,99.38914308414317,102.50958883360765
2015-05-24,102.13451031671215,97.57230995426187,99.64758325026408,102.5678066485138
2015-05-25,102.45199197125442,98.23710197942476,99.22724375757144,103.09364720733211
2015-05-26,102.88924759567462,98.29787179782218,99.39280165398576,103.90646365475355
2015-05-27,103.14675283222574,98.6160895499108,99.26403680953356,104.035486425604
2015-05-28,104.15870096382606,98.83225990119739,99.17184732854565,104.98246781769605
2015-05-29,104.7681444747851,99.45344882024195,99.56689294165689,105.50210054125075
2015-05-30,104.49698157763953,98.6638371872216,99.3002246025347,105.30868590281892
2015-05-31,105.43579963206471,98.77940174638769,99.47801223677028,106.47941911088681
2015-06-01,105.97483355917561,100.25396968543292,99.43620592589588,106.81922965447745
2015-06-02,103.89853609673581,99.6452272494471,99.88398436623118,104.71547585653013
2015-06-03,104.2734353071878,99.23500913341448,100.59637954653181,105.09513290601194
2015-06-04,104.44924184497093,99.77742632498045,100.85729424627534,105.30718091076072
2015-06-05,103.5661038170082,99.40437748142945,101.59750050593841,104.62745410142722
2015-06-06,105.47252954389121,100.47459520248843,101.1555871414023,106.54694194980551
2015-06-07,105.58656373671542,101.19847201619683,100.69719242076805,106.9447941929836
2015-06-08,105.44639571058254,100.82479187259818,100.29451077719568,106.54094921374704
2015-06-09,106.47239033472789,101.5984593149385,99.83996428265772,107.37608411052186
2015-06-10,106.11773098229327,102.3388740197147,99.96550702387952,106.76485957143012
2015-06-11,105.87193457450599,101.9783541528381,98.99821086527879,106.54921800121049
2015-06-12,105.64437612977373,102.22126748992805,99.73060973054537,106.49377795620714
2015-06-13,105.3721195507544,101.33265761651269,100.49885752050416,106.20949631932378
2015-06-14,105.43641263593011,101.35072636555589,100.56867626187599,106.25365904000057
2015-06-15,104.80255105430302,100.54404608973255,100.50333123453245,105.53327618346566
2015-06-16,104.00811195400219,100.01593808848659,100.44391071082963,104.9979561304812
2015-06-17,100.94795380568327,98.422005361576,101.06975994550989,101.55695814208856
2015-06-18,100.60384328328229,97.93582188824543,100.53640602185364,101.10929184799514
2015-06-19,99.39029773861414,98.04986700044668,101.10735450640422,100.08729541519273
2015-06-20,100.24367868484194,98.01415484441893,100.77081610694944,101.03844709603416
2015-06-21,98.90845627192436,97.42740597115622,100.80159698852442,99.64215719279693
2015-06-22,99.7457596761148,98.29712553747508,100.7202227426205,100.67623015174472
2015-06-23,98.57573985270386,97.77025396390516,101.02943886789345,99.4458270856726
2015-06-24,98.98271734414908,97.33307026558616,101.19645316615305,99.82577887268151
2015-06-25,98.44447644596677,97.52705569985395,101.092326140395,99.07018014400988
2015-06-26,96.76211184068531,96.60227460888439,100.74883725643511,97.67770407535549
2015-06-27,94.53567159567957,95.88090908452322,101.07718421515497,95.41897558309162
2015-06-28,93.99796520104192,95.68222438412742,101.12763741626473,95.05061722361367
2015-06-29,94.1615667007455,95.88080759504781,101.01945307301823,95.21603740445391
2015-06-30,94.53086741869326,95.174571639101,100.32766069542589,95.72755509129874
2015-07-01,94.75573429818678,95.22842220918363,100.31162866318823,96.01389605336057
2015-07-02,94.22228575572403,94.36661575236681,100.29716617293656,95.33112292267299
2015-07-03,94.69848862481517,93.756789610141,100.44220449286505,95.88381777197131
2015-07-04,95.01464310095696,94.53037589854706,101.1474715796284,96.34249829117482
2015-07-05,93.08652837757992,92.3414610812326,100.80460001831781,94.41394112861126
2015-07-06,93.67176391867514,92.36896931731631,100.77365548479014,94.89803385005031
2015-07-07,93.06866657346174,91.13028057853707,100.28817621807933,94.1043278782678
2015-07-08,92.08729784552459,90.96160078850383,100.10815183982817,93.52264874319211
2015-07-09,92.6409902294997,91.4637315791704,99.82530946751825,94.2020860927001
2015-07-10,92.08198922560025,91.09903624358641,100.74718547643972,93.59853112482132
2015-07-11,93.3163549266526,91.63003804125887,100.62923641499508,95.12267958476708
2015-07-12,92.6992987687215,92.14822452610207,101.1190719562415,94.40184892029684
2015-07-13,93.40197638032487,93.19928773856311,101.45215757790338,94.87437627605266
2015-07-14,92.6789143100466,92.5016529309487,101.41195918081361,94.2433079591115
2015-07-15,92.90651528385747,91.92425522162759,101.37919453278302,94.57201769863931
2015-07-16,93.53473165711847,92.97506111305019,101.80319481598927,95.27204699272517
2015-07-17,93.50315734776895,92.01727100208169,101.75151406632455,95.2782367550735
2015-07-18,93.83170598568326,91.54885567415985,101.20493185850921,95.79407726098601
2015-07-19,93.83240054966825,91.90858866198054,101.30465623417435,95.8024062774377
2015-07-20,94.86711820252648,92.38119844844675,101.25988251560965,96.79158833203338
2015-07-21,94.44558168718672,91.88669754825123,101.31142136394674,96.2930975140807
2015-07-22,95.82496837530591,92.40098655687487,101.1130527824524,97.63877008136625
2015-07-23,97.43100399328677,93.6703892958072,101.47849671346667,99.03264301462535
2015-07-24,97.76838175544697,94.40009795138285,101.61799678702201,99.54493121908556
2015-07-25,97.24273197017543,94.79547808379449,102.62459819720733,98.92840023152584
2015-07-26,96.79857785874327,95.27554938249763,103.38756347050423,98.37817105708999
2015-07-27,96.38406893875353,94.79276467184897,102.87771344883274,97.8356889923174
2015-07-28,95.33703616636208,93.56474453619657,102.79024705313778,96.82136079413259
2015-07-29,97.04612014862514,94.26615396565853,102.99064035685848,98.51745919239944
2015-07-30,97.03600176762099,94.62482817319878,102.67740962460994,98.5834807087641
2015-07-31,97.26200164171327,95.05651381904212,102.84417440535782,99.19986065020261
2015-08-01,96.60704653155892,94.25688253744102,102.56852128743834,98.46057562258896
2015-08-02,95.95688600535058,94.43109647092827,103.2441618243961,97.69581279321145
2015-08-03,95.10026222170909,94.04421725648734,103.1248785240795,96.93518206156627
2015-08-04,95.3608411377937,93.3762810260809,103.48849446014113,97.47196062743664
2015-08-05,94.74550301824986,92.69048495885143,103.5575646042704,96.90080662174276
2015-08-06,95.49159845737859,94.34201052594689,103.74231831909088,97.53898226511663
2015-08-07,94.05051015482016,92.838164895279,103.66663764903421,96.35936931938916
2015-08-08,93.54450724064846,92.57036440480857,103.7030316445562,96.03041548268025
2015-08-09,96.25082421469129,94.29465423179875,103.41263630513792,98.97387628963516
2015-08-10,97.03409866594403,95.90163152571085,103.85057258040572,99.71305300329915
2015-08-11,97.72397640077777,97.03916228065974,104.28302974956665,100.49343383032759
2015-08-12,98.9430063030653,98.61990869619342,104.92048378203842,101.83356071154897
2015-08-13,98.80149938907,98.58542099365393,105.38863909476997,101.54701706339992
2015-08-14,99.25677574295936,98.6847283583584,105.34440794009532,102.22808827450622
2015-08-15,99.51551755544034,98.89323019326638,104.85010389614375,102.63741647659546
2015-08-16,100.28452863386093,100.73450185015842,105.0093745682828,103.46603652872825
2015-08-17,100.61182114423247,101.91723781114479,105.1783711662555,103.85032950132435
2015-08-18,101.34668484045145,102.58069414326876,105.03052361330212,104.64968741555332
2015-08-19,102.61885112892773,102.91452450964869,104.92859984456875,105.85111705828906
2015-08-20,104.04740002142634,103.05137176171306,104.50631442404776,107.40309490949407
2015-08-21,105.93024883967874,104.41026182564231,104.26849012258705,109.6772995510276
2015-08-22,104.24962076170034,101.7706587730443,104.17656026362197,107.86382226865352
2015-08-23,103.09706277504549,101.33328381534045,104.38005513254691,106.57819799081089
2015-08-24,101.65624050034488,100.77266051971239,104.75833500727904,105.07116195352081
2015-08-25,103.81786998648064,101.73996333747777,104.02916794480097,107.21158882833082
2015-08-26,103.81158242098267,101.86865149978041,103.9774125942536,107.27379336621654
2015-08-27,102.39442714823998,101.6771719809069,104.16126309697103,106.0067487906783
2015-08-28,102.83631706859559,102.27251451867672,104.42451189369262,106.53643876171617
2015-08-29,103.62778949993101,103.66556374001878,104.65927712359398,107.47361640821617
2015-08-30,103.56995333529042,104.49745408818583,104.60407928914954,107.73204740499169
2015-08-31,103.5700164019372,103.59120308398528,104.4700475771734,107.625299844783
2015-09-01,104.59814822429753,103.95309435424294,104.21022086139669,108.38034160550973
2015-09-02,104.11237820048748,102.06985669562523,103.33338720413674,108.04542473819916
2015-09-03,105.08154575924993,103.03483678425872,103.02740908692327,109.05685581366396
2015-09-04,105.12489980762491,102.34083459381573,103.42434582647451,109.24684152438235
2015-09-05,104.91075909954182,102.18483087485603,103.51095613257186,108.67255414047021
2015-09-06,104.66606255008321,101.57420306863256,103.06983044936453,108.39254146116073
2015-09-07,106.833953750524,103.54310699285382,102.91525654071967,110.74146173970401
2015-09-08,108.56716452667744,105.37303069202144,103.03143032621063,112.42081283474803
2015-09-09,109.47064966509575,106.27030417177473,103.39406612333997,113.461422218126
2015-09-10,110.81508680426866,106.90562876319116,103.78481496249954,114.87865926178908
2015-09-11,113.45698706864387,108.383457903289,104.28923727872241,117.6330053639521
2015-09-12,112.67548714497082,107.48950270600636,104.1263529849685,116.9180297247635
2015-09-13,113.39045172484066,107.62374087557798,104.03710900596678,118.0674893199469
2015-09-14,115.6494123842059,109.51414567786462,104.07745484087516,120.44034312860168
2015-09-15,116.50143649909926,109.44245972747639,103.84392263989672,121.01936768442054
2015-09-16,117.07838373855336,110.26039408769388,103.74786079001872,121.93226514930788
2015-09-17,115.514127083263,108.16518268419841,103.66834240440963,120.52213201321294
2015-09-18,117.75861678147747,109.44733559092354,103.97129263061638,122.84428943001937
2015-09-19,117.58288877209897,109.88491332261758,104.32893832417267,122.34656587602564
2015-09-20,119.59276293581482,112.19784460567261,104.25436779232058,124.51931419129004
2015-09-21,120.31279715249275,112.86863060938911,104.0817587829508,125.14743192248181
2015-09-22,120.33267155181866,113.65628572248099,104.43467283540568,125.08844899455266
2015-09-23,121.43370849358719,112.49799939114253,104.47410193043036,125.8860813223211
2015-09-24,120.99273356806954,111.42131735718388,103.86755014732371,125.6946837350385
2015-09-25,120.40983293823435,111.22896534437751,103.90777074371147,125.19319007910781
2015-09-26,120.56864504470519,110.47353084456705,104.10646535075239,125.25811937233378
2015-09-27,118.50825420686586,108.74473179941906,104.63072301252123,123.28161659231938
2015-09-28,118.09631836783039,108.21640065584761,104.47839883068404,123.27653381764753
2015-09-29,118.65815568841138,108.86904601342549,104.90628350223415,123.89935839205988
2015-09-30,118.36552838385236,108.52273706749067,104.8632905156904,123.596562967118
2015-10-01,119.38978058871147,109.25305721407206,105.12792036608376,124.64396721762967
2015-10-02,119.54968707558658,108.04674849955569,105.2064651940136,124.88271229783628
2015-10-03,120.9484650339444,107.12380004536743,105.58082132953774,126.3025855718062
2015-10-04,122.51377967916088,107.4954831643321,105.65287208072496,127.72354110599873
2015-10-05,121.70807056783875,108.17144962282468,105.84884846807347,126.93193555280797
2015-10-06,122.95661589089578,109.31729516092723,105.95607464073935,128.3075353921815
2015-10-07,126.34269412373516,111.54668675564565,105.97943664711518,132.05129703502035
2015-10-08,127.97403789565686,113.41258130438652,106.35363686049502,133.50320491385813
2015-10-09,130.38780243404938,114.24304476856813,106.28662950567195,135.86220562654327
2015-10-10,130.35264446903994,114.42763793013752,106.454211048318,135.918739835607
2015-10-11,132.78230315651686,116.3380104117296,106.39509883262919,138.6639695799247
2015-10-12,134.6224108885542,116.69223480959798,106.43566098324848,140.7403549839604
2015-10-13,134.2319710074008,117.3766351515987,106.57080862517019,140.3654230821656
2015-10-14,134.03098780312746,117.23782521873794,106.17198952320254,139.8588898956528
2015-10-15,136.5001969659223,118.2666248112294,105.66535350917931,141.97567005249684
2015-10-16,135.57913530803995,116.7118543852741,106.11451547091522,141.23789322914163
2015-10-17,134.5891320506812,117.61711445102152,106.79162259315645,140.11746075491848
2015-10-18,130.85909791969357,116.73628848758382,106.62952714948784,135.89603359831216
2015-10-19,132.42642036223054,119.47835794498506,107.4507155873499,137.6163159282948
2015-10-20,133.3740429480758,120.71782965734378,107.8410181277107,138.65221439138142
2015-10-21,133.59110701638994,120.80476637504407,107.55039539979605,138.8355788341661
2015-10-22,131.10286037564524,119.01111759640264,107.20351700178486,136.03664126957045
2015-10-23,131.42806325628723,120.20616377497124,107.73234207093243,136.0190827193057
2015-10-24,130.02183832037147,119.88862649287393,107.51172342360063,134.5377969415234
2015-10-25,130.88675192684354,119.78407004596949,107.41521640592173,135.15469255263153
2015-10-26,130.05902113981404,119.42139729577957,106.87587443878614,134.42848397181427
2015-10-27,130.0891771011299,119.81909598388718,107.03673390829805,134.75432974092203
2015-10-28,130.33171663197598,119.66480106882223,107.02684023125435,135.1299914324519
2015-10-29,130.46254491772623,119.76803532238938,106.77261249313975,135.1408804748704
2015-10-30,128.4594643780912,119.60675503090177,106.57159014058774,132.94103285217528
2015-10-31,127.47764648766282,119.53525763100818,106.59785684283322,132.2008415556032
2015-11-01,126.5678611201864,119.070604508996,106.34074799451787,131.73200104038796
2015-11-02,124.9312585737101,118.10663970902556,106.64412376415422,130.11732938649345
2015-11-03,124.72700212015826,117.85222912311959,106.65073304410014,129.88235574013964
2015-11-04,126.13838118689979,120.40030770226684,106.71966191402493,131.06958681289305
2015-11-05,126.07004794368042,122.18623214330569,106.76648595151615,131.34959694768938
2015-11-06,128.51079684830287,123.55907760827942,106.87602363592494,134.22888513241918
2015-11-07,128.01995515200736,123.0339428412696,106.64323971217082,133.51800690303952
2015-11-08,127.14123257487499,121.47840434888329,106.51093617711567,132.4532243283457
2015-11-09,127.53382662547475,120.61856496557428,106.42798325261116,133.04763106125623
2015-11-10,124.72610442239522,118.85752075550077,106.97675402118281,129.85727782856833
2015-11-11,127.13362561943562,120.87715813001425,106.73941679319958,132.36147621511728
2015-11-12,127.99118239117962,121.53311623645105,106.94303086026203,133.05659728867292
2015-11-13,128.29347327629375,120.7090428255891,106.71470862336835,133.19424529015177
2015-11-14,127.28816772672586,120.86482091085374,107.3031246310218,132.26852259984577
2015-11-15,125.77893766085462,119.53334839767547,107.74126848635039,130.72566714553886
2015-11-16,129.1235486854371,122.2066585194975,107.82345452830408,134.13062993035615
2015-11-17,129.3763897180377,122.25980006350542,108.07090965718129,134.59535489611392
2015-11-18,128.2890271928261,120.49301781666884,107.21925266074344,133.61907052316536
2015-11-19,126.75194881248488,117.83462072131019,107.10469911899682,132.56687740430914
2015-11-20,126.80071758954735,118.44167104741908,107.25040837653978,132.599503465884
2015-11-21,128.17153939590457,119.19075164767905,107.2975276774611,134.10234721172083
2015-11-22,127.26460209902497,119.2397742319025,107.38084171779394,133.00018571821616
2015-11-23,128.0917517338637,119.17167629278956,107.26506033420604,133.87201735456475
2015-11-24,129.7173420556639,120.63888322715766,107.30090874204978,135.74710849631103
2015-11-25,131.80842636471127,122.49760545933856,107.35501270106786,137.65011436447705
2015-11-26,130.28600296579634,121.18478215966853,107.11090121961364,136.0428469381797
2015-11-27,130.42822302366426,121.65086417518714,107.15743209111994,136.30325282581478
2015-11-28,130.58209938385173,120.30944103306605,106.54626585074108,136.46457505704203
2015-11-29,128.86107295115903,119.52087953798032,107.22273481599909,134.91806008478682
2015-11-30,128.6095039391512,120.38975294803159,107.48435058331955,134.58135728585182
2015-12-01,127.77873116843223,119.56611923565603,107.31439708958888,133.76650027581084
2015-12-02,128.06786705101078,119.75661741687658,107.47916892782354,134.32396510067443
2015-12-03,129.49637555392394,119.69202400358681,106.30769211149484,136.07268341398765
2015-12-04,127.5602678341003,118.15810882674833,105.8743498952063,133.67975574871912
2015-12-05,128.3964591937865,119.26366540530371,105.75378219318112,134.01362272094198
2015-12-06,127.66423934437172,119.00996151911964,105.27327015778263,133.31945334516143
2015-12-07,127.70006679442048,119.42971240985179,105.39676372490689,133.1529749219888
2015-12-08,129.47996379814774,120.56202448183085,105.3463503313242,134.81433279772932
2015-12-09,128.89180661754168,119.4937585811083,105.17968940291587,134.58711246247336
2015-12-10,126.95744241862053,116.9675857007271,105.54049812238604,132.52116536606886
2015-12-11,126.05769061038863,117.04809843886605,105.46997072289042,131.98316298895202
2015-12-12,127.07789511467365,117.40925170130396,106.19142338867056,132.8983829105605
2015-12-13,128.1982548604638,118.38707303117158,106.70272075312275,134.38494277248822
2015-12-14,128.3025889927687,117.91157624110507,106.77774272198764,134.35315047230702
2015-12-15,131.27193756974555,120.05984421518518,106.62343575413861,137.5063730636157
2015-12-16,129.3385047888379,118.00674282155856,106.97262294712189,135.33671323965552
2015-12-17,127.87114185935147,117.35286628556555,107.51126849187764,133.94817165293722
2015-12-18,129.36445610932364,117.84574345100654,106.86055455720825,135.86250473663267
2015-12-19,128.95264878176457,117.36851674139916,107.33326819356674,135.54065255974456
2015-12-20,129.6736057608914,119.36487767024484,107.37445368163286,136.50468173653917
2015-12-21,129.8156880980227,119.63846831294691,107.9860421905525,136.74757750285644
2015-12-22,130.66203160300606,120.97820773970783,107.98482224938016,137.4619580856542
2015-12-23,129.1827479953294,118.50420898672276,108.52218583936428,135.65352356498096
2015-12-24,128.91917976247166,118.10864641418608,108.60979769900764,135.5589096491759
