,VTI,VOO,VBR,VTV,MTUM,VXUS,BND
2015-01-22,0.006073635263686063,0.003193325584660705,0.023673297706235163,0.006043958026183419,0.004946530489314496,0.006780496746028394,0.00010750412151884037
2015-01-23,-0.022205080168164467,-0.021459083936844692,-0.02102121505914714,-0.018018275589035238,0.004340191120690486,-0.01833749416522452,7.036437205151138e-05
2015-01-24,0.003927716227636188,0.003901465124765599,-0.0037854159713262363,-0.002301271435654745,0.02201602825209714,0.001868674222121229,0.0003677890246504531
2015-01-25,0.00927415814887829,0.01032180191880604,0.008902856325360593,0.014331644176662571,-0.014039845057338116,0.008665108997437672,0.0003157949911106691
2015-01-26,0.025735084590355783,0.026326199112565465,0.012796285501674005,0.018819405301818942,0.02757246143556089,0.01994644371235415,-2.7627544281790033e-05
2015-01-27,-0.017812126654259016,-0.017375311981923422,-0.02228035631538792,-0.01958191565425913,-0.0031488390894019638,-0.015934338244437237,-0.00015863903251769543
2015-01-28,0.01830215679752975,0.01879833512392372,0.009305291460990128,0.01392696326539426,0.026363890270725308,0.01424524821470906,-0.00025673343796997115
2015-01-29,0.00370941373999281,0.0017478473582861781,0.005543664460939127,-0.004443391489422958,0.014676451172746149,0.0022397967992046253,0.00021280776709593996
2015-01-30,0.009012419222983363,0.010523314717222124,-0.010266235946269155,0.0012290773383696087,0.02257349391609475,0.0049638601971020175,0.0002244937605443799
2015-01-31,0.003517268753779918,0.0029374075377800353,0.002318418408633593,-0.0002404457849687425,0.009539110693244647,0.0024181663055759936,0.00022326153338892002
2015-02-01,-0.007120609660669661,-0.009519444760715019,0.012277055614396471,-0.0036018899746514217,-0.022023688968538402,-0.0038441067290133756,0.00033774732986037415
2015-02-02,-0.010711461572943948,-0.011439332694954512,0.003179176608076366,-0.0034175513491211344,-0.025297154914031922,-0.006872719926025044,0.0004343873401186303
2015-02-03,0.005674408928842111,0.004296996466999278,0.02438168403268575,0.013951428672907046,-0.01069030059193517,0.007660720168356771,-0.00010645219583876471
2015-02-04,-0.010469876423524047,-0.008944910306711263,-0.01781602732985482,-0.00902722409582563,-0.004302593475990557,-0.009395646254533941,0.0002181017910817747
2015-02-05,0.010110817085081705,0.009912395518488706,0.017181439279005443,0.01496957414024143,-0.004120651121171546,0.010111459175208186,0.0009877251355740427
2015-02-06,0.007364369680449613,0.008359949070766525,-0.006749143891608239,0.0011377970401903617,0.0189062714561265,0.004202765942838542,6.056821937499821e-05
2015-02-07,0.009066174748797522,0.00804461711089137,0.013216931356192025,0.007528532391363101,0.00017926189411736522,0.007877126876902958,-0.00034617964652085503
2015-02-08,-0.00444470257417086,-0.005507237078132124,0.0045726377663532995,-0.00257235478771222,-0.01757887035379575,-0.0027226132773751402,0.00018549924543120769
2015-02-09,0.004535066879491762,0.005615507889574001,-0.0020004479240351733,0.004739315952552005,0.004469560377064278,0.003302890463180778,-0.00022904942428491145
2015-02-10,0.004910607407235996,0.0039019301768783497,0.016800973052111375,0.009544306006972548,0.006759946055185848,0.005866154292077682,-0.0003029726829149999
2015-02-11,-0.010453942687260203,-0.010665799507433744,-0.0041788542954113985,-0.006716412493927895,-0.008438766420401757,-0.007692625225983519,0.0013444487372118526
2015-02-12,0.0076808314857412215,0.005811933362163584,0.02328832712393448,0.011087454857483183,0.005469932594362086,0.008448135426897032,3.1651902696959824e-05
2015-02-13,0.008970268502898247,0.009808613342980683,0.00033964776259956444,0.006383465984506341,0.005374086616106704,0.006585913864816422,0.00015674031090757713
2015-02-14,0.026775037158445824,0.028588641642180813,0.013425434379213824,0.025590415671576768,0.004582219800672995,0.02159947624003761,-1.7692184838756178e-05
2015-02-15,0.01325084050096211,0.012784183775077977,0.006600674756761564,0.005883540378717007,0.011642734677718373,0.009793552840800874,0.00034500555181434087
2015-02-16,-0.008127390103931044,-0.008065803190947698,-0.006566932733888412,-0.006753457285754933,-0.01377078476881552,-0.006522301953703914,0.0008062312958549596
2015-02-17,0.006881822396327388,0.00961353632271897,-0.010629273534273826,0.006497260023258972,1.645289326713227e-05,0.004347847081062402,0.0003994436444205084
2015-02-18,-0.008966380638274206,-0.008560836209846313,-0.006003438510949244,-0.004767022963715848,-0.002304491987306535,-0.00687461984580757,-0.0002471054515040401
2015-02-19,-0.003770528972906455,-0.002939392797515609,-0.011849008363643158,-0.006208080551124913,0.01837683958478632,-0.004251445939532976,0.0002585096300871582
2015-02-20,-0.013980328330918518,-0.01490772151153557,0.008095634939106706,-0.0011735345102425326,-0.016658096482181178,-0.008293364279265506,-0.0003476041761208325
2015-02-21,-0.004700636716367695,-0.006314093898149306,0.00221972044726307,-0.007236340981273627,0.003909189858592064,-0.0037138919237991717,0.0003749391741018983
2015-02-22,-0.01053782302190558,-0.010117146058477054,-0.029682719773071305,-0.023987380701754386,0.0034709117816740893,-0.012595446176145712,5.1400890752188836e-05
2015-02-23,-0.013507703987806294,-0.01539494474420539,-0.006956071653349228,-0.01786296417245059,-0.007210396384763188,-0.011578105831119977,0.000172131792114764
2015-02-24,0.016703924638924596,0.018195820609120394,0.010671789968386077,0.019585825363754604,0.007941165145765344,0.014158436358229708,-0.00017819378575373258
2015-02-25,0.005949350274747464,0.0054715145564134225,0.004135328576862214,0.0022564196732546855,0.00977586306478908,0.004426865637548593,9.590005468093448e-06
2015-02-26,0.0020270628555369634,0.0011289209339265258,0.016258644915359707,0.008999992772875238,-0.02147640104684667,0.004085257612346193,0.0008027947437549221
2015-02-27,-0.022651078312911146,-0.021731892528211453,-0.019225151737643963,-0.01582127725189398,-0.020025623700926032,-0.018172692929739102,-6.517953225769368e-05
2015-02-28,-0.0022899418243229443,-0.0014821411797632307,-0.010188414356628461,-0.004668851536314695,0.010564682790392898,-0.0029602784629467922,0.0002434016892931412
2015-03-01,-0.007333188917648382,-0.008344643376872556,0.002524764913378971,-0.0045966599962564214,-0.0013109113005311717,-0.004983386409406013,0.0003292668254766044
2015-03-02,-0.009629197711269445,-0.008510405137991062,-0.009712591943731566,-0.004364149119422569,-0.006753755722348588,-0.00751213965152689,0.0001243689976626209
2015-03-03,0.0024053106194612023,0.0005056308660349328,0.01027525875521073,-0.0006363879951060451,0.010282174650708976,0.002347527471279424,6.726768151611879e-05
2015-03-04,-0.0016504679245391712,-0.0030952863533515933,0.012490541473469362,0.0024810844059349442,-0.00029055969586600774,0.0004925903478067497,0.000542139555428048
2015-03-05,0.0009826024661870568,-1.658891920310794e-05,0.005259604419991083,-0.0005139485887097761,0.005575854933222915,0.0010269216577684405,8.996117181913669e-05
2015-03-06,0.0018496328924859375,0.0009061650926195511,0.0027225078681183037,-0.0020720871342935023,0.026679188011245664,0.0010913835299885175,-0.00018591331024483363
2015-03-07,-0.013348394989658717,-0.014539039029262936,0.0019273461285181752,-0.007283128802828877,-0.011651609116696557,-0.009196006275417057,0.0003288626136830376
2015-03-08,-0.0001873821959980569,0.0011608819396056566,-0.008108932155805451,0.00012329329756332762,-0.00633848335884186,-0.0007583185688530084,0.000438086227754163
2015-03-09,-0.0017164136380749032,-0.0004942650869599556,-0.010564664146184647,-0.0027909963915433546,0.0055788785491774975,-0.0024130817415117752,-4.6604163650049515e-05
2015-03-10,-0.00915497070270417,-0.009222006992268626,-0.00489044653212957,-0.006257261835950205,-0.014134804925972914,-0.007068839059289116,-1.741073983944292e-05
2015-03-11,0.0024433225001658492,0.0044405042003353105,-0.01870933412771961,-0.00456513321025091,0.006165722832097832,-0.0007489546760095088,6.372284744230686e-05
2015-03-12,0.004777732479629065,0.0025286820672170028,0.022810161056478487,0.00818642169661653,-0.004348368139543126,0.0061884824953780965,0.00012496283845356954
2015-03-13,-0.01139943896284803,-0.011036981035816676,-0.01236386703208865,-0.010605836020454366,-0.004307184598756329,-0.009765659467893512,-0.00012960087541151862
2015-03-14,0.007249274344080863,0.004872981195825794,0.019621514598904672,0.005546197336320315,0.009362387012373203,0.007125868514587373,0.0003483273060586935
2015-03-15,-0.004200985899538227,-0.004411097776695862,-0.0015521003290645458,-0.0032015993780013813,-0.0025997040142287818,-0.0032431007759747377,-0.00011252281536920904
2015-03-16,0.0008993034854823288,0.0002725964398070254,0.012912109954641041,0.007415419102716464,-0.0006185524708437248,0.002858903208481545,0.0008091411083241044
2015-03-17,-0.008200442258962623,-0.009212615610814465,0.0013968603656213559,-0.005684272609650872,0.01210391441894764,-0.005845254790199485,-0.00012363764859638717
2015-03-18,-0.009762809831178818,-0.008618209302119643,-0.026865220295627146,-0.01798350474715498,0.0018804156424156414,-0.011045680788325775,-0.00010815193268781529
2015-03-19,0.002349710039310036,0.0017728901487297827,0.016727534262150335,0.011050488462719468,-0.0016803396651248414,0.004493126760120803,-5.0755190872233096e-05
2015-03-20,-0.009958792962280574,-0.010278244932647609,-0.013520292730347175,-0.014595310191606238,0.017288644496490244,-0.009425877166731302,0.0005024411006810147
2015-03-21,-0.005966505264584831,-0.003255888605472288,-0.013432510060058498,0.001321390532307498,-0.013850817858396106,-0.004690189478542726,0.0005208278726501098
2015-03-22,-0.018656833712124607,-0.017215970268663356,-0.022908675797388672,-0.015313362545519694,-0.014594878455679666,-0.0159073652001571,-1.0804918003703789e-05
2015-03-23,0.0072181527333789915,0.008553881293556588,-0.003600011004685922,0.005300624177206071,0.009152735888854912,0.00500219683474279,0.0002929853832944612
2015-03-24,0.008239046752426538,0.009615467879803965,-0.011294409045807113,-0.0004281290109932629,0.030398218972255673,0.00415701855878726,0.0002356214562952546
2015-03-25,-0.00766498858338677,-0.009624109158269951,0.007118273813935823,-0.005672778451192467,0.0027134591394384466,-0.004959189878489357,0.00015221870365617692
2015-03-26,0.025512356072172747,0.022236852637481506,0.03828786151749128,0.020055336048532615,0.030930680451209034,0.022293340023723355,0.0003342266981838642
2015-03-27,0.016087489587322482,0.01688901128789311,0.011798643913534843,0.01694614001062446,0.02028444251786752,0.013468630356364556,-0.0004229984883363118
2015-03-28,-0.014538496688808173,-0.011077466324137596,-0.03429173838882016,-0.013546452988598105,-0.00207850370484311,-0.013992600256299129,0.0006041503738416904
2015-03-29,0.0020628996410575855,-0.00032103306417569305,0.008316160268968108,-0.004672130557651947,-0.0063022854565643206,0.0014036626026784045,0.0001134565003354345
2015-03-30,0.004932997917950998,0.00477587616675299,-0.007160852635473928,-0.005414005679511878,0.017657302289985084,0.0016765294647435006,-0.00027991689181005794
2015-03-31,0.008485506306725852,0.007656173061508474,0.006357073804409735,0.002859617570024668,0.008671059664033927,0.006273999835534492,-0.00020266851955178997
2015-04-01,0.00013489589036618416,-0.0012468747236298902,0.0030554177517591397,-0.004351214274450328,0.01094700125604544,-0.00025374981343397594,-3.606307012034196e-05
2015-04-02,-0.008966852618879072,-0.008572202052322897,-0.015070074623322912,-0.012074266602203235,-0.005368943906388355,-0.0086956323808364,-0.00024634369104907554
2015-04-03,0.02356448144065185,0.022775480534024256,0.018842863034298753,0.016358900418224805,0.026768396304044956,0.018792729867060043,9.557237086442364e-05
2015-04-04,-0.001893081779995151,-0.0027250266127976847,0.008445013324653495,0.0022307334604248696,-0.011968989841853277,-0.0001387579594758501,-5.0413317276258075e-05
2015-04-05,-0.003970170874510072,-0.00046165123988400024,-0.03395023887217127,-0.010714523065277995,0.021557692356292093,-0.00691030747775675,0.0006490685100779695
2015-04-06,-0.0022684794417304798,-0.0029554821314922504,0.00430314997481593,-0.0004600104913934011,0.024538862779610413,-0.0010406063370526288,0.0004835853321146493
2015-04-07,-0.0015506069524535812,-0.00015671859817609527,-0.019088931426883858,-0.008724324686687619,0.012529715112783914,-0.0038990688036582726,-0.00010727571142388399
2015-04-08,-0.016672628912780162,-0.015164883539753031,-0.02850070090706283,-0.01902844979976225,0.009678058516712676,-0.015611546781988245,0.0004086428027185328
2015-04-09,0.0009997843002568989,-0.0010640200897978195,0.013873866548625907,0.0011116382706480071,-0.009218439603734538,0.002102982058796332,0.0006106913719464572
2015-04-10,0.006273996604491418,0.007507511191413156,-0.003622026303680915,0.0045823120413442334,-0.00039796978516193175,0.004220803444562101,-0.0003045885953736494
2015-04-11,0.01224367739730381,0.009107685221262315,0.020736089133144533,0.003792158599587694,0.0237140265952685,0.010064306307462786,-7.398076551053654e-05
2015-04-12,-0.005605313299970919,-0.004605825914946233,-0.015313954103114582,-0.008544249080368261,0.002352789758684563,-0.006094291050218835,-0.00013077230475283064
2015-04-13,0.0035749659900798617,0.0035199878596813183,0.0018806113307928097,0.0020204038885307174,-0.0036476071412543097,0.0026907482783370103,-5.0713512385194604e-05
2015-04-14,0.009531335524320322,0.008561386474759975,0.007471184563127517,0.003274940819436802,0.015142331880184223,0.007170353069091775,0.0003676170793783288
2015-04-15,-0.01898438392674033,-0.019182216009135684,-0.01689419924113628,-0.01866702531069612,-0.006344525617853475,-0.01605970116835576,-0.00010945165644100208
2015-04-16,-0.021623902395141024,-0.01863968085741654,-0.03440692222347955,-0.017537664297697392,-0.014413910380484467,-0.01912553785119296,-0.00015388058291517794
2015-04-17,0.0071357693872869865,0.009269033688536495,-0.00794496639698642,0.00575370892968375,-0.0032839933367232524,0.0045750460657898425,-7.435669485914313e-05
2015-04-18,0.000557334554564852,0.0017567553840097654,-0.009063974996920188,-0.0012024124685022645,0.013564293541215553,-0.000628457097487951,-5.0751478587306344e-05
2015-04-19,0.009742185593707105,0.010947142934828425,0.0036665173634120654,0.011041934835714766,0.019876176975209624,0.007899894060820785,-0.0006475424615115905
2015-04-20,-0.008693947693466144,-0.009258642711946331,-0.004083985068784306,-0.007968264237454456,-0.002691391454165246,-0.006950859647461194,-5.928507138297306e-05
2015-04-21,0.0013441156140032516,0.0015533818498704548,0.006716344078999366,0.006697810158974181,-0.004094582170941895,0.0024073014811009045,0.00023728722450051928
2015-04-22,-0.004674977845550213,-0.003835683185787247,-0.011128151458012119,-0.005784867767863434,0.003338523332473857,-0.004735030340662795,-1.6452669128638698e-06
2015-04-23,0.0047987397787398875,0.0017478317565373055,0.027657600926677205,0.0081001318789137,-0.006736164224879835,0.0066750334858818984,0.0005092992035040829
2015-04-24,-0.005378413812007736,-0.0022959010430712527,-0.029007169159112035,-0.00916177800819163,-0.013487126105002956,-0.0072316951340987805,2.0236040326288777e-05
2015-04-25,0.001416231534113219,-0.0009742392529148936,0.017824682206707854,0.002754547203276552,-0.004510076842804305,0.0029130993284939995,0.00039219058378815535
2015-04-26,-0.02554337247808774,-0.025004049073005366,-0.018312259895477107,-0.017614916261309656,-0.040995425932566026,-0.020081974263820933,0.0004912010427797808
2015-04-27,0.004188510904078302,0.004671678411487325,0.004039484692592196,0.006536142942231657,0.02121426728340728,0.003930442038343638,0.00018823486699516914
2015-04-28,0.0031203231643034683,0.003651856471600711,-0.005676016344352887,-0.0012257936677043599,0.016906137263913025,0.0012697798088341587,-0.00013868867914042568
2015-04-29,0.0010009941095105535,0.001714375795333601,-0.0008853857311537372,0.0030268607122118482,0.0011379046535045032,0.0010375189347747477,0.0004577467461669308
2015-04-30,-0.005738553123051493,-0.0051396553858871425,-0.013831848491873456,-0.009374401476297579,-0.0021521130547213444,-0.006107600925500177,0.0002497908659688969
2015-05-01,0.008869759099392503,0.00994038684520256,0.005322226294019175,0.011492805658675644,0.015312684173779787,0.007690214748813191,0.00026117213538618674
2015-05-02,0.02211364986687334,0.022602983952686666,0.006280735774260228,0.012294858733089265,0.010755276979301905,0.016271468159222487,0.0006021620474444319
2015-05-03,0.008046589725323947,0.007998851031113688,0.0077653834897304696,0.0077287015450364675,-0.0059960366829114094,0.006957226205079022,0.0009012918460250042
2015-05-04,0.0019757577636321548,0.0017805641621093146,0.0071065632421666945,0.005151631525803021,0.001349129813414741,0.002619485523564259,0.00020146922032892006
2015-05-05,-0.008703808919668723,-0.009014438086993828,0.006294209287078946,0.0015733662007352545,-0.007845113469096885,-0.004610384464358778,0.0006327590007383045
2015-05-06,-0.006110770888853374,-0.004437148653621624,-0.01585648337629636,-0.005771374260836534,-0.0030007869037618025,-0.005988602216300859,0.00047559031482741275
2015-05-07,-0.018776868956358765,-0.020403440294761734,-0.004833876168144613,-0.016029517905963908,-0.01978450949943128,-0.014502717338492059,-0.00018783053306890433
2015-05-08,-0.018669823588228173,-0.019302692373856237,-0.009494057829991747,-0.014823440072598811,-0.028751436839476705,-0.014694239306345537,-0.00027695909037133717
2015-05-09,-0.00274232622412151,-0.005040670376808616,0.010804461891137818,-0.0033146333824946124,-0.016001158232300878,-0.0012197421651042862,5.355059119161705e-05
2015-05-10,-0.0041181222398116,-8.435318540188233e-05,-0.028485069965497677,-0.0037742284718547793,-0.0029770075430536483,-0.0055960867723059094,0.0003502367741043588
2015-05-11,0.02268446563984884,0.02048802816858552,0.02896790943845148,0.017295679192836436,0.009201768404002079,0.019388916647611207,0.0009414845325344326
2015-05-12,0.0011110423341511222,0.0010625789849198614,0.0011581951041810654,0.0009298667891535606,0.0031402767581436408,0.0009436164324185947,8.54831251055244e-05
2015-05-13,-0.006604488062936076,-0.005632945035563271,-0.010994084143152583,-0.005446960674422287,-0.009738052300504476,-0.005903752949107417,-9.35729362029728e-05
2015-05-14,0.0015180819890111463,0.0018991048915317586,0.007638888601796306,0.008317847162984393,-0.0337303981396838,0.002857811820912602,0.00047474472434640917
2015-05-15,0.014104452779139059,0.01657065396840212,-0.00620465118140799,0.010328539983890486,0.01289177414523137,0.00971773464938351,-0.000312372132337907
2015-05-16,-0.009311965530368308,-0.007355587609111453,-0.008944827476222016,0.00044938344154147984,-0.00994851686278452,-0.006517079596696586,0.0005314545904371018
2015-05-17,0.008379858836405395,0.009685460168346318,-0.004476375472061785,0.004717218780082829,0.016577133773965663,0.0054963872146702305,-0.0002539816967457571
2015-05-18,0.008679688216333036,0.00878255630389709,0.0037967772856677667,0.005449703945268142,0.016841228651887877,0.00659650927068771,0.0002708821712883436
2015-05-19,-0.0032977273913033017,-0.004810255267119897,0.0004811263154646207,-0.007818841914608207,0.009358379687384195,-0.003074390649380251,0.00031776171795998916
2015-05-20,-0.003081313524653495,-0.00344536124107284,-0.0073455378873894415,-0.008354169278089952,0.014456143300209947,-0.0037425740201890234,7.271368215325215e-05
2015-05-21,-0.005222254018006932,-0.006616498865375417,0.0009088830427524748,-0.007302172201291544,-0.013429319050934006,-0.004272600066471978,-0.000359339723415745
2015-05-22,0.0068986489371681845,0.008604134290579291,0.004896199000744323,0.013846453894383881,-0.024737241364429067,0.006796588069031615,0.0006652859119722907
2015-05-23,0.0028439857151192228,0.0029038465693428774,-0.001301744909923238,-0.000122388422025407,0.010080425419031307,0.0016744598421729144,0.00011909856389499188
2015-05-24,0.01345554126454677,0.012876527767790014,0.014870742516253675,0.011994226093316802,0.006978647886979589,0.011473038737434972,0.00011301619540245178
2015-05-25,0.0032032139250505005,0.005569135200964758,-0.020137172759110537,-0.0037210754394678934,0.020374566720253715,-0.0002628462942119432,0.00018476993535031285
2015-05-26,-0.0017413111798486476,-0.0017354646669663196,0.0009689215242082517,0.00042321434474250656,-0.008624668752701339,-0.0009674531474732739,-0.00011419056519534936
2015-05-27,0.0022236539164276017,0.003614063630108152,-0.004572494985672572,0.0036907297399037804,-0.016172199973789266,0.0015715754223807443,0.0004551059377075995
2015-05-28,0.006078360143767525,0.005580383327430995,0.013488799426201748,0.009659264321484395,0.014004339266463186,0.0064305963483996045,0.0004504489201698086
2015-05-29,-0.021902555770877928,-0.019340720675700102,-0.03624913317824738,-0.021168283434946145,-0.012900550423984646,-0.019905226728538627,0.0002939996466774517
2015-05-30,-0.008031331327140945,-0.00809629908517114,-0.009808118953607704,-0.009928086695142505,-0.007218780703280114,-0.007350608251168796,-0.00031210421919163555
2015-05-31,-0.011105929660978208,-0.008851671441866688,-0.027930426870690285,-0.013648248816330692,0.008631280894883823,-0.01139160619584127,-0.00016808016129171173
2015-06-01,0.031636272972741394,0.02997432800910946,0.03550358043190411,0.02714580569399034,0.016952573861953948,0.02688866813638951,0.0003515292597140267
2015-06-02,-0.006334790658752085,-0.006241417874737822,0.009694176426613733,0.006813089960325052,-0.023647302004624907,-0.0021089990476006373,0.0004929394535466535
2015-06-03,-0.007923074585039146,-0.00752381800899369,0.0017848156962663331,0.0016430672336152988,-0.02469107383529178,-0.004499855102178732,0.0007018200176854166
2015-06-04,0.008459873201016476,0.00903875988802903,0.006616239403729975,0.010007327778852547,0.012594496402991678,0.007350018960544974,0.00032680410985347276
2015-06-05,-0.01845018861336126,-0.016783084244241613,-0.02584984414434535,-0.016509950141288112,-0.013964047642631794,-0.016156645913294746,0.00032644571617094234
2015-06-06,0.0018453299376196399,0.003736357367359261,-0.008047086620804049,0.003303833396566966,0.0059553152360638,0.0009500237082816089,0.0003072697989922599
2015-06-07,0.01356232606459695,0.011875579942074227,0.02395010947464303,0.0138191174914432,0.007458549055532323,0.01252801660063904,-0.00039220113898535714
2015-06-08,0.005581842937985002,0.005070789038854682,0.009358551788485677,0.006194431583915556,-0.008999683995030056,0.005175466240045749,-0.00020954842370477503
2015-06-09,0.012789404293355178,0.012455505724327829,0.0159766752525852,0.013942743721932428,0.006662525899013266,0.011426710322484063,0.00014032468393846293
2015-06-10,0.01121415460902317,0.0115899863401793,0.006987186415982876,0.009913589920024068,0.005127591630061342,0.009056024297822714,-5.901067069246122e-06
2015-06-11,-0.0031158400154960935,-0.0033632215359491405,-0.00338568352997389,-0.004613079889753126,0.012592285622596138,-0.002924574900978879,-0.00015082243365895342
2015-06-12,-0.002024604862689855,-0.001269857492122546,0.0022946266724657664,0.005109621221537842,-0.009254413897866675,-0.0002952206130406995,0.0004559528622754737
2015-06-13,-0.01698094021812759,-0.01676157037490279,-0.009086764331082908,-0.009930862230417323,-0.019823094427555466,-0.012808822849512382,0.0004665471546717553
2015-06-14,-0.005002113313225221,-0.00686677837958895,0.021600731029620603,0.006968861821426491,-0.02407916026496876,-0.00026296340770893016,-9.367723818889598e-06
2015-06-15,0.018288543453178027,0.015450010870486095,0.028620113233690674,0.012896375216721021,0.013845933143291711,0.015851243419081666,4.219857162732027e-05
2015-06-16,-0.015872908826499492,-0.014044190555045556,-0.02925621719842021,-0.017865545992949622,-0.012964059755521179,-0.015054839511879966,0.00012002766830027334
2015-06-17,0.003913698761337556,0.001575436627370697,0.01173524887026883,-0.0013030731626937071,0.018193997650563794,0.0033333816034599294,6.355223033775754e-05
2015-06-18,0.00014450503823798807,-0.0008040604202376121,-0.0005649420264466666,-0.005109743475586129,0.010832406835094146,-0.0006432901757370184,0.0001833798985844392
2015-06-19,0.006352509543181551,0.005726206757652644,0.023509157781322072,0.0171116684828302,-0.0171709912379119,0.008459345177203266,-3.6295939269924334e-05
2015-06-20,-0.007225011574596542,-0.006121751849497837,-0.016259937822038013,-0.009158917145331406,0.009778625038734431,-0.007181951842798676,0.0005783691638680927
2015-06-21,-0.006728906612651564,-0.005282169608267769,-0.011293825022261342,-0.0033751448142380013,-0.01333141691128503,-0.005660174289348076,0.0003303071650763258
2015-06-22,0.002073943549902946,0.004160935183448749,-0.001952079770639827,0.009205583592471757,0.009878974254218265,0.002402766269155187,-6.205791443507361e-05
2015-06-23,-0.0040558220456838445,-0.004228781154557108,-0.0002729690523469723,-0.0019803562356999196,7.394995332846155e-05,-0.0027432265938145553,0.0007641072968986977
2015-06-24,-0.0020637155573268984,-0.0008446614881569697,-0.017180588810675378,-0.008178771736757741,0.0014644860585087463,-0.003944213664672685,0.00012051836524851789
2015-06-25,0.021273309699364744,0.021408484653694763,0.016602049438181474,0.018619426737221237,0.016667114358789717,0.01752435097554507,0.0005052610787244771
2015-06-26,0.029901038640221783,0.029758096581302924,0.02076246891274922,0.022475155299744514,0.03888172226245392,0.02383742765968331,0.0003457280122241191
2015-06-27,0.02241957516654798,0.02093918828979394,0.024055597820960777,0.0168540703985492,0.026370886246620297,0.0186587294179412,0.0004801611847510993
2015-06-28,0.010291126814505289,0.009317495244024518,0.02007936368397546,0.013506473057333102,0.012022004046685969,0.010218736905349073,0.000566291543171101
2015-06-29,0.007977614336624307,0.00793906643991632,0.007462971841521009,0.007537553180923767,0.017603689255277277,0.006713660131027262,-0.00012635816935356077
2015-06-30,0.004554374827418861,0.0049949867527640515,0.000998607774453983,0.003973648734205918,0.016186635821318948,0.003534922473220224,0.00019114292973296197
2015-07-01,0.0002621922779019,0.002313402462811005,-0.008369638912809566,0.0034787032128647142,0.0022004138645153317,2.1340681496794228e-05,0.0008123135738514391
2015-07-02,-0.0031134479050650378,-0.0033192730255234095,0.0005297284811154636,-0.0012799705914773615,0.010587282073220298,-0.00207613197516377,0.00010093710955340755
