,Market,SMB,HML,MOM,RF
2015-03-16,0.0006904011369238943,0.0049871880794927935,0.012361716966529105,0.0019153906253278497,0.0008091411083241044
2015-03-17,-0.00853783337624657,0.006624184697082572,0.004914142300281349,0.023463689016500554,-0.00012363764859638717
2015-03-18,-0.009381276321492426,-0.007738822126415637,-0.015390192637896219,0.008493656515563467,-0.00010815193268781529
2015-03-19,0.0021574367424499518,0.003794710746329458,0.015165059568787841,-0.0008109817008463095,-5.0755190872233096e-05
2015-03-20,-0.010065276952402918,0.0026321209031279153,-0.007222398249556742,0.0285919607408937,0.0005024411006810147
2015-03-21,-0.005062966378213983,-0.017549949854766843,0.009469398104539029,-0.007565091178847161,0.0005208278726501098
2015-03-22,-0.018176545897637522,-0.009616561207745379,0.0033551629453930755,0.0037076105993913175,-1.0804918003703789e-05
2015-03-23,0.007663395586771524,-0.008611871684556174,-0.004141358048186276,0.0013718655232512328,0.0002929853832944612
2015-03-24,0.00869785379488568,-0.0089405193928876,-0.015456953879648539,0.021330023375307202,0.0002356214562952546
2015-03-25,-0.008318028775014497,0.013213022536210716,0.005367027980116747,0.013097704699002313,0.00015221870365617692
2015-03-26,0.024420521593942333,0.022170916262792145,-0.004318481917256363,0.007871928785924508,0.0003342266981838642
2015-03-27,0.016354663487512692,-0.005766476492140517,0.0006767612823945906,0.005119906048656418,-0.0004229984883363118
2015-03-28,-0.013384819900584648,-0.02246938539062883,-0.0020543317623674924,0.011798785101373227,0.0006041503738416904
2015-03-29,0.0012682554059798257,0.016006341201890623,-0.008424286417066443,-0.010131376278267124,0.0001134565003354345
2015-03-30,0.004880624000884995,0.000767561449509991,-0.017178325134271675,0.010447887202903851,-0.00027991689181005794
2015-03-31,0.008209061891653392,0.0053262197818973915,-0.008377277350105392,-0.001038599045296153,-0.00020266851955178997
2015-04-01,-0.000325694314299174,0.009175741023186822,-0.00598726703740263,0.011150573835078786,-3.606307012034196e-05
2015-04-02,-0.008835302430027014,-0.002877347468090248,-0.006150166250728809,0.0018160408364551617,-0.00024634369104907554
2015-04-03,0.023301481138442652,0.005355578415048385,-0.010263531366897382,0.0029348944335631497,9.557237086442364e-05
2015-04-04,-0.002170396724262662,0.005495885568073968,0.007676329117415933,-0.009338461985055701,-5.0413317276258075e-05
2015-04-05,-0.002800664329634715,-0.02274106238742918,-0.01460486471877685,0.024132494508044867,0.0006490685100779695
2015-04-06,-0.002497480338317736,0.005063603263859786,0.004161667715619556,0.03117570345556744,0.0004835853321146493
2015-04-07,-0.0010859775010277526,-0.009399864739940457,-0.01364486016622017,0.011958547214545246,-0.00010727571142388399
2015-04-08,-0.016170047121771117,-0.009642993017462336,-0.005745620976431412,0.026840107676528887,0.0004086428027185328
2015-04-09,0.0003118495035719927,0.014369387305644576,0.0030802692492688426,-0.009446325989454404,0.0006106913719464572
2015-04-10,0.006685168133465331,-0.008528019174851896,-0.0042616427395706985,-0.008665767385401119,-0.0003045885953736494
2015-04-11,0.011198346671956644,0.020832633741432755,-0.01029966542929794,0.012186196303853616,-7.398076551053654e-05
2015-04-12,-0.005272150838296024,-0.006794021538250738,-0.006310919428782824,0.006682385745799868,-0.00013077230475283064
2015-04-13,0.0035566399466136806,0.00031580735693842725,-0.002460318421446535,-0.008390491730974432,-5.0713512385194604e-05
2015-04-14,0.009208019174466873,0.006833944076447312,-0.008687306192746424,0.0054402261416525806,0.0003676170793783288
2015-04-15,-0.01905032795420545,0.0012094288928613441,7.93025192426285e-06,0.012981920458155445,-0.00010945165644100208
2015-04-16,-0.020629161882566197,-0.020048690834411756,0.002658205160919739,0.006239346734713892,-0.00015388058291517794
2015-04-17,0.00784685748770349,-0.014296118703189193,-0.0044840439861674585,-0.012981831776592779,-7.435669485914313e-05
2015-04-18,0.0009571414977131564,-0.008046890341553396,-0.004282756561650167,0.013072743716640302,-5.0751478587306344e-05
2015-04-19,0.010143838040747545,-0.008680591402320388,0.0005395774684416838,0.0110294930335614,-0.0006475424615115905
2015-04-20,-0.008882179366292873,0.0037053483851516014,0.0014835297882286058,0.00667205511673308,-5.928507138297306e-05
2015-04-21,0.0014138710259589858,-0.001157821014614169,0.008966812886314905,-0.0038779559693495696,0.00023728722450051928
2015-04-22,-0.004395212958962558,-0.00559694299866597,-0.002930463682462072,0.007696459426113901,-1.6452669128638698e-06
2015-04-23,0.0037817704380056936,0.020848686018187963,0.00951059954739114,-0.00899520194358818,0.0005092992035040829
2015-04-24,-0.004350909555695575,-0.020529849085916933,-0.009856089994221466,-0.01256869622191596,2.0236040326288777e-05
2015-04-25,0.0006194079384371814,0.016328662497308903,0.00528636926313547,-0.004207018502478036,0.00039219058378815535
2015-04-26,-0.02536359800972695,-0.003104288324436045,0.012244219874457058,-0.01570209241180795,0.0004912010427797808
2015-04-27,0.00434956673988131,-0.003032881849064989,0.0037028132070036053,0.019938993539408464,0.00018823486699516914
2015-04-28,0.0032975009334025493,-0.0036822440611220426,-0.007858269642398977,0.013457455341399478,-0.00013868867914042568
2015-04-29,0.0012387880047849027,-0.004298131159320053,0.003067579475041857,0.0009690081433063576,0.0004577467461669308
2015-04-30,-0.00553892054399671,-0.0037428607151267727,-0.006668355366622712,0.002153949390700855,0.0002497908659688969
2015-05-01,0.009226635014662522,-0.006876346170014185,0.0037421787792672355,0.00829508728189429,0.00026117213538618674
2015-05-02,0.02227676122881111,-0.0026600651913110786,-0.015583707742609388,-0.014592202673057386,0.0006021620474444319
2015-05-03,0.00803067682725386,0.0012195498074267256,0.0006621673718204565,-0.014341007216135813,0.0009012918460250042
2015-05-04,0.0019106932297912077,0.0015027598971478538,0.0057684480703989295,0.0009095731693407527,0.00020146922032892006
2015-05-05,-0.00880735197544376,0.0027036201162389997,0.017791857354788984,0.0049905952544582,0.0006327590007383045
2015-05-06,-0.005552896810442791,-0.010681891253384253,-0.0010192784706888052,0.00264415897406545,0.00047559031482741275
2015-05-07,-0.019319059402493087,0.010655978389617555,0.005560681742389461,-0.0004903961834219379,-0.00018783053306890433
2015-05-08,-0.018880779850104196,0.003942166147149095,0.0062167402832732435,-0.01083485703773827,-0.00027695909037133717
2015-05-09,-0.0035084409416838787,0.015375844942438988,0.0015346880013484907,-0.013695993170174383,5.355059119161705e-05
2015-05-10,-0.0027735325550083613,-0.026541556921960426,-0.0036626982062821613,-0.0009411526154270052,0.0003502367741043588
2015-05-11,0.021952319816094402,0.015584401007623245,-0.004898978957186114,-0.013356406962863823,0.0009414845325344326
2015-05-12,0.0010948878844073686,0.00040857211998059594,-0.0001289811254345048,0.002366556749098145,8.54831251055244e-05
2015-05-13,-0.006280640387145141,-0.006570526452021673,0.0005499115436521531,-0.004135871147242328,-9.35729362029728e-05
2015-05-14,0.0016450896231846835,-0.002065407959124339,0.011423339397017972,-0.03633331259053388,0.00047474472434640917
2015-05-15,0.014926519842226746,-0.016753713394091655,-0.008837820602225663,-0.003621139679276455,-0.000312372132337907
2015-05-16,-0.008659839556616023,-0.012511064884608594,0.014320239826210694,0.0016531379611410652,0.0005314545904371018
2015-05-17,0.008815059280385703,-0.008957990576351904,-0.007506748571313343,0.007262655156057596,-0.0002539816967457571
2015-05-18,0.008713977578854388,-0.00041490507913868326,-0.004945286308638784,0.008611073446206529,0.0002708821712883436
2015-05-19,-0.003801903349908833,0.01040128089007062,-0.0056741647944587095,0.013379888919533154,0.00031776171795998916
2015-05-20,-0.0032026627634599435,0.0024996984582822184,-0.008420060992406454,0.01762436068935024,7.271368215325215e-05
2015-05-21,-0.005687002300463094,0.008935625925707487,-0.002454297839937805,-0.009723441393002068,-0.000359339723415745
2015-05-22,0.007467144054971887,-0.010704616444101756,0.010576705719419432,-0.03253694581109609,0.0006652859119722907
2015-05-23,0.0028639393331937745,-0.0002799737975960389,-0.004799875699284604,0.0071968021990800515,0.00011909856389499188
2015-05-24,0.013262536765627851,0.003973106173780829,-0.001240843407910251,-0.00643941132770814,0.00011301619540245178
2015-05-25,0.003991854350355253,-0.015588038570744736,-0.013857610942696021,0.015478759285394139,0.00018476993535031285
2015-05-26,-0.0017393623422212049,-0.00015316731774420321,0.0034326834577975696,-0.007066624114898509,-0.00011419056519534936
2015-05-27,0.002687123820987785,-0.008814292153496068,0.0014297332244099582,-0.020159113443706366,0.0004551059377075995
2015-05-28,0.0059123678716553486,0.003770294362413348,0.0071539940884547,0.011234644893546577,0.0004504489201698086
2015-05-29,-0.021048610739151985,-0.01678490098784138,-0.002040116912050366,0.0076430068512666725,0.0002939996466774517
2015-05-30,-0.008052987246484344,0.00012101416767633354,-0.0036592062022926617,-0.0005590575578367581,-0.00031210421919163555
2015-05-31,-0.010354510254607702,-0.015196468288701848,-0.007249557777891405,0.018787668862603607,-0.00016808016129171173
2015-06-01,0.031082291318197418,0.011431162350593608,-0.004261618621108354,-0.014666036217490169,0.0003515292597140267
2015-06-02,-0.006303666397413997,-0.00012954577321509702,0.022075772752516234,-0.014359170813081154,0.0004929394535466535
2015-06-03,-0.007789989059690661,-0.0019598904892842908,0.015918710995035338,-0.01516739890898118,0.0007018200176854166
2015-06-04,0.00865283543002066,-0.003532440470230212,0.002540222020238547,0.005660855355471685,0.00032680410985347276
2015-06-05,-0.017894487156988045,-0.010787583411293381,0.0011004738859435044,0.003853332943562958,0.00032644571617094234
2015-06-06,0.0024756724141995136,-0.012299579732605214,0.0007092473958117993,0.004383334767868435,0.0003072697989922599
2015-06-07,0.013000077357089376,0.010852773011166139,0.0023563562139861313,-0.005194648812495378,-0.00039220113898535714
2015-06-08,0.005411491638274896,0.003197477570497362,0.0015666383206124916,-0.015514977625196458,-0.00020954842370477503
2015-06-09,0.012678104770346062,0.0023663151441207886,0.0028514814778111855,-0.0052446292141036166,0.00014032468393846293
2015-06-10,0.01133943185274188,-0.0025114459414434472,-0.0022129219304697465,-0.006768098566369336,-5.901067069246122e-06
2015-06-11,-0.003198300522313776,0.0014983877026946933,-0.0024729364709835605,0.016708943603021324,-0.00015082243365895342
2015-06-12,-0.0017730224058340855,-0.00457569627483992,0.011433422304198752,-0.005541098656672762,0.0004559528622754737
2015-06-13,-0.016907816937052657,-0.0009959184668269076,0.011393787394214943,-0.0013096168977509003,0.0004665471546717553
2015-06-14,-0.005623668335346464,0.012421732718605968,0.021826964220620523,-0.01597485724749755,-9.367723818889598e-06
2015-06-15,0.01734236592561405,0.018965749122906855,-0.0052141511521215395,-0.004049684049897983,4.219857162732027e-05
2015-06-16,-0.015263336069348179,-0.01207142747472596,-0.005745722257542598,0.0005166478258291655,0.00012002766830027334
2015-06-17,0.003134278050015269,0.01565196645678348,-0.005930641077984143,0.015635126930191114,6.355223033775754e-05
2015-06-18,-0.00017168344792054533,0.006507149621755107,-0.007531574782144144,0.010675986764744133,0.0001833798985844392
2015-06-19,0.006143741948005248,0.004139055964256122,0.018797528873641337,-0.021412925193682295,-3.6295939269924334e-05
2015-06-20,-0.006857258332896974,-0.006776695670123279,-0.004118505176247411,0.01760584375139037,0.0005783691638680927
2015-06-21,-0.006246660944523632,-0.009314606197482301,0.004093192331685826,-0.007070834322612004,0.0003303071650763258
2015-06-22,0.002769607427751547,-0.013975335471407098,0.009599518075090496,0.010141570187210663,-6.205791443507361e-05
2015-06-23,-0.004113475081974932,0.0019171680227204546,0.00425280768854641,0.005921091735442314,0.0007641072968986977
2015-06-24,-0.0016573642009369222,-0.008006508762551007,-0.01148500920730899,0.0009114634948317346,0.00012051836524851789
2015-06-25,0.02131836801747475,-0.00039590528347565874,-0.0033743013539230485,-0.004368639808249992,0.0005052610787244771
2015-06-26,0.02985339128724883,0.0012986750716831872,-0.010888330936160656,0.009520063955867868,0.0003457280122241191
2015-06-27,0.021926112874296633,0.010349407029778034,-0.006435940731424192,0.005073328488713193,0.0004801611847510993
2015-06-28,0.009966582957678364,0.007057168679709573,0.007320357851124111,0.004873234789086179,0.000566291543171101
2015-06-29,0.007964765037721646,0.00013062780869969095,-0.0005472583256097475,0.010939531104711056,-0.00012635816935356077
2015-06-30,0.004701245469200591,-0.0027462699059016414,-0.0011159659469121234,0.012912780378358206,0.00019114292973296197
2015-07-01,0.000945929006204935,-0.01286242099220926,0.003898496552191129,0.0028994271578470054,0.0008123135738514391
2015-07-02,-0.0031820562785511617,0.001473104579275885,0.003275994097549796,0.015923381642848417,0.00010093710955340755
2015-07-03,0.003656452143097422,0.00667957063538184,0.0018867680805652175,-0.006098404602833565,0.00019208498252085886
2015-07-04,0.012916763876465037,-0.007094075882282664,-0.0030431274462384126,-0.009642481322026003,0.000507356688721574
2015-07-05,-0.01734631294787372,-0.00904944746475159,0.006177457011766087,0.017393948091871947,0.00011024299530515517
2015-07-06,-0.006065480404653082,0.016874235506002512,-0.006982346572890552,-0.01384398440366331,0.0002695439057280915
2015-07-07,-0.005446130122064068,-0.010963894546612767,0.0055044614670958945,-0.00016030791625563066,-4.671568771609738e-05
2015-07-08,-0.014515783396401834,0.005349128883036733,0.009904587097475652,-0.0023136715787230324,0.0007125883634944629
2015-07-09,-0.012065903859277808,-0.01723717777635265,-0.00489771367314615,0.005913738843372956,0.00020759710322371995
2015-07-10,-0.0024065800958249063,0.0029194871292604683,-0.008556865935366503,0.02295721834214444,0.00010507719191218572
2015-07-11,0.01342562091869497,0.006209962178009792,0.0014953007607538423,0.0015503950838707968,0.00027196732257626796
2015-07-12,0.007894991622513385,0.014535309895814754,0.0021445043451732613,0.005207145359867111,0.00010268829395122365
2015-07-13,0.017187750524035574,-0.002808022562756934,0.009750855118950153,-0.012965152263498933,-0.0003196994169365951
2015-07-14,0.0018976785329791871,-0.006117561825180577,0.005473605654469748,-0.01152729139853221,-9.582190881345646e-06
2015-07-15,-0.02161576548211144,-0.008933578023066532,-0.014879102284972853,0.000977113460574796,0.0003704604849341077
2015-07-16,0.009562401976125297,0.006182404181739782,-0.008795793970837774,0.003792083497271466,0.0001298176877949961
2015-07-17,-0.013094709657085427,0.011732933832845318,0.012354451155683272,-0.005210926877937536,0.00013942062425819658
2015-07-18,0.0028332352656226948,-0.0190307299127532,-0.005406531364395214,-0.0055507895990051,-0.00018452826837714293
2015-07-19,-0.0028711540871922923,0.016751860618890942,0.008711831161066077,-0.009174517297537847,0.00031129900529357934
2015-07-20,0.01671271664246819,0.012519659867477908,-0.0014710540348681599,-0.00956031766606921,0.00035087205326297835
2015-07-21,0.004990403041842969,0.009733069374064358,0.0055818022127287195,0.0067962558365415055,-3.763086460884595e-05
2015-07-22,0.015757546645786543,0.005309281142016857,0.013563973907018603,-0.021263258905804532,0.0006777295843077536
2015-07-23,0.002711195291469579,-0.0056582850897524085,-0.00513041203002416,-0.0005978519423243574,0.0002645520962859313
2015-07-24,0.006497836795692579,-0.004100816567432847,-0.0022013627301332127,0.022036793124398924,0.0006750773341922184
2015-07-25,0.0054896363190806655,0.0015789135504871608,9.25602959207066e-05,0.005217611735445961,-0.00019119699646676157
2015-07-26,-0.0025946797046461855,-0.016593603968870985,0.001453035864752901,0.00550043793399699,-2.1237049537765478e-05
2015-07-27,0.01874785346133308,-0.007769237845497492,-0.0172436745800222,0.00832143246016757,0.0004607573460654304
2015-07-28,0.02002909454812704,-0.00010522936785927966,0.0037547021415540263,-0.009295653064867947,7.657989224476622e-05
2015-07-29,0.010702850501333672,0.00861220940892944,-0.013515867871475361,0.023070604298528797,0.0005656402987648246
2015-07-30,-0.006885486130221661,0.002384781539053988,0.0062845606245238664,0.0012448057334285062,-4.237745027049064e-05
2015-07-31,-0.007422272741875891,-0.0017904584607902597,0.011124519728587644,0.00048604832489231703,1.4219838688554499e-05
2015-08-01,0.009398065046601707,-0.02540426701489976,0.0029731261228819446,-0.025534581036317734,1.6794214773711757e-05
2015-08-02,-0.012643764213293674,-0.015135915028341088,0.01022877690676152,-0.009055808017724615,0.00024009084516404892
2015-08-03,-0.00014204604454332134,0.004607481999114768,0.001644492684695829,-0.013644817965056158,0.0004447469337764786
2015-08-04,-0.005349430203344661,-0.016102413983417056,-0.004318876197373839,0.019605218922670233,0.00039874705820147545
2015-08-05,-0.003658396802792532,-0.004106356278460492,-0.002002480473420074,0.0245939633035314,0.0002512507408909142
2015-08-06,0.005416426228466845,0.011125897452518692,0.0025613120079048,-0.004768578619791801,6.910799159001004e-05
2015-08-07,-0.0004296723405761328,-0.00040989004587095633,0.00606804512896628,-0.0032199644237815963,0.0003617123148609026
2015-08-08,-0.0005359014182067231,0.0006839481645260201,-0.015284016998795722,0.0214373776618766,0.00024008599278284358
2015-08-09,0.012035476499383925,-0.025300952504456152,0.00975629295271091,-0.014503690760609492,0.00047999715955744464
2015-08-10,-0.011714202546764267,0.003444731670977157,-0.004570102116121183,0.0015192889515084904,0.0007338155909418788
2015-08-11,-0.001817432599668216,0.0017479190440081505,0.007884312246942634,0.0008023464501051717,0.0001783298827967283
2015-08-12,0.004657982604548945,0.024196851991320843,0.0024774852009027118,0.0016618737847339947,0.00046187741020391844
2015-08-13,0.013288455643090613,0.014317253591748126,0.004252035952156227,-0.017588194554768788,0.0006454349545380795
2015-08-14,-0.012954637926303065,0.00019107371008201643,-0.0024085616514326145,0.005928292904059784,0.00023450280691537955
2015-08-15,0.0041498282311443055,0.004992662283183736,0.012779273386725885,-0.0048518821779808706,5.405026929460086e-05
2015-08-16,0.011640141775088141,0.013988832385759365,-0.010142355954919257,0.011614221961593965,0.00035180103598235875
2015-08-17,-0.0030630147712104572,0.012644271692049765,0.001856450062660357,0.0027595330986270893,7.643988023721567e-05
2015-08-18,0.0005863186387929522,-0.010399068562398651,-0.012907345105423837,0.025378094924416412,-0.00013581536877788677
2015-08-19,-0.011148829941556773,-0.02309211285523054,-0.005636275401790774,-0.007850267323309627,0.0006481385431808015
2015-08-20,0.012173073911709168,-0.003992036202366971,0.014392361320239409,-0.00403094859483503,2.864011204846874e-05
2015-08-21,-0.02872307381420669,0.01598564144074075,-0.0009716506664143053,-0.004902779678462614,0.00045303179299349883
2015-08-22,0.028837403657924938,0.01953799281875322,0.0005826394752589719,-0.0013615639340214484,0.00039975301589594274
2015-08-23,0.00924924327654895,0.004725245890125829,-0.0004785331116130847,-0.0024158256253929995,-0.00010652414279646233
2015-08-24,-0.002866198660276979,-0.016886457355732402,-0.0024591513829726585,-0.008788803612468544,-0.00021664558129767879
2015-08-25,0.0025012311776053796,0.013989353083685723,0.009119350449552257,-0.02202867550974082,-0.00018075118330921166
2015-08-26,0.01136841956537735,-0.007000370805310895,-0.0054669083707245495,0.005765355603540616,-0.00017404745369257015
2015-08-27,0.0016327979989251696,-0.012466834902662717,-0.006866379610161065,0.007070926668047536,-0.00037079348321536796
2015-08-28,0.005538012472813528,0.0010337527636387369,0.00341336182056252,-0.0013445786373614513,0.0005606162298904182
2015-08-29,0.0018641163102559692,-0.003699610863160218,0.00018518772864921075,0.0051045808201923585,0.0001463418565622548
2015-08-30,0.000877813600973456,-0.006537116119265498,-0.006224572371135465,-0.010647402600431004,0.0006820172573922573
2015-08-31,-0.01409110155659486,-0.009645615163682324,-0.0033968682312247728,0.016127927918464957,3.805196451914147e-05
2015-09-01,0.01494582896570694,-0.003258739604229105,-0.0017908937577072008,-0.01226833887618761,0.000806610847289941
2015-09-02,-0.0134353967552531,0.00015766950430112713,0.008681571969117318,0.003087252036836076,7.259225400002556e-05
2015-09-03,-0.0011081561430181296,0.0002261674136110134,-0.0005762077207619922,0.011449766635454078,0.0008272016820950895
2015-09-04,-0.006092194164334755,-0.014461013213973004,-0.0011856086179978793,0.029080556704205653,-0.00012218131450895042
